subdomain,ip,provider,detail
elab.ess.uci.edu,128.200.14.149,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elastigirl.studentcenter.uci.edu,128.200.123.217,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elba.hri.uci.edu,128.200.235.216,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elc-print.eng.uci.edu,128.195.156.114,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eldey.ess.uci.edu,128.200.14.29,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elara.lib.uci.edu,128.200.101.67,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ehs88p.ehs.uci.edu,128.200.219.228,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elbe.ps.uci.edu,128.200.78.210,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eldorado.dos.uci.edu,128.200.87.53,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eldorado.bli.uci.edu,128.200.57.43,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
electra.tlg.uci.edu,128.200.37.29,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elections.uci.edu,128.195.119.8,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
election.asuci.uci.edu,128.195.119.12,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elections.asuci.uci.edu,128.195.119.12,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elemental.ps.uci.edu,128.200.166.203,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
electrospray-r.eng.uci.edu,128.195.179.116,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elektra.cfoi.uci.edu,128.200.55.160,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
electrospray.eng.uci.edu,128.195.179.115,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ekvon-23.bio.uci.edu,128.200.23.23,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elenor.eng.uci.edu,128.200.96.95,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
electrochemicaldynamics.eng.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
electrochemicaldynamics.eng.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
electrochemicaldynamics.eng.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
elf133-2.eng.uci.edu,128.200.10.92,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elf133-1.eng.uci.edu,128.200.10.91,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eleutheria.biochem.uci.edu,128.200.99.200,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elf133-3.eng.uci.edu,128.200.10.93,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elh110.classnet.uci.edu,128.200.206.36,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elfgrad2.eng.uci.edu,128.200.10.84,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elh100-amx2.classnet.uci.edu,128.200.206.39,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elm.eng.uci.edu,128.195.204.76,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eloisah.apep.uci.edu,128.195.132.18,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elilab-t430.ics.uci.edu,128.195.54.54,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elh-booth.classnet.uci.edu,128.200.206.40,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elham.eng.uci.edu,128.200.124.162,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eli.dsc.uci.edu,128.200.118.24,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elk-hair-caddis.cc.uci.edu,128.200.121.140,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elgordo.ps.uci.edu,128.200.44.148,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elh100-amx1.classnet.uci.edu,128.200.206.38,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elite.complab.uci.edu,128.195.161.23,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
els.ps.uci.edu,128.200.198.61,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elm.coeh.uci.edu,128.195.212.138,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elite1208.biomol.uci.edu,128.200.58.60,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elh42.classnet.uci.edu,128.200.206.42,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elh41.classnet.uci.edu,128.200.206.41,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elf241.eng.uci.edu,128.200.10.20,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elk.ics.uci.edu,128.195.6.111,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elnino.ics.uci.edu,128.195.1.85,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elrond.pts.uci.edu,128.200.188.72,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
els2.ps.uci.edu,128.200.198.65,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elsa.dos.uci.edu,128.200.87.92,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elwood.ps.uci.edu,128.200.78.173,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elsa.studentcenter.uci.edu,128.200.123.188,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
elsa.ics.uci.edu,128.195.24.11,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
em.aws.uci.edu,35.85.22.234,AWS,AMAZON/us-west-2
em.aws.uci.edu,100.21.157.62,AWS,AMAZON/us-west-2
elsalon.shs.uci.edu,128.200.178.42,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
em.uci.edu,35.85.22.234,AWS,AMAZON/us-west-2
em.uci.edu,100.21.157.62,AWS,AMAZON/us-west-2
elise.complab.uci.edu,128.195.161.22,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
email-be.rgs.uci.edu,128.200.237.169,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
em30.path.uci.edu,128.200.147.30,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emanuel.ess.uci.edu,128.200.24.132,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emartinj-desktop.eng.uci.edu,128.200.98.45,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
email.rgs.uci.edu,128.200.156.200,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ema.enrollment.uci.edu,44.253.119.58,AWS,AMAZON/us-west-2
ema.enrollment.uci.edu,35.161.47.2,AWS,AMAZON/us-west-2
embedded.eecs.uci.edu,128.195.180.42,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
embodied.uci.edu,128.195.149.199,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
embodied.arts.uci.edu,128.200.111.101,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ember.calit2.uci.edu,128.195.185.153,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emchin.path.uci.edu,128.195.221.36,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emem.biomol.uci.edu,128.200.58.76,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emem.hs.uci.edu,128.200.58.76,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emerald.math.uci.edu,128.200.174.251,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emeraldcity.dos.uci.edu,128.200.87.51,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
email.rcic.uci.edu,128.195.216.175,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emeriti.hr.uci.edu,128.200.144.120,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emerson1.bio.uci.edu,128.200.169.23,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emergencymed.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
emergencymed.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
emergencymed.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
emergent.arts.uci.edu,128.195.131.106,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emergency.uci.edu,13.249.126.6,AWS,AMAZON/GLOBAL
emergency.uci.edu,13.249.126.12,AWS,AMAZON/GLOBAL
emergency.uci.edu,13.249.126.11,AWS,AMAZON/GLOBAL
emergency.uci.edu,13.249.126.16,AWS,AMAZON/GLOBAL
emiller-a110.bli.uci.edu,128.200.57.110,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emfacility.path.uci.edu,128.200.19.19,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emersonlab.bio.uci.edu,128.200.169.13,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emile.studentcenter.uci.edu,128.200.123.218,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emj-pc4.calit2.uci.edu,128.195.185.55,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emj-pc2.calit2.uci.edu,128.195.185.47,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emj.ics.uci.edu,128.195.1.91,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emj-dhcp-050127-202505-103096.ics.uci.edu,128.195.50.127,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emma.bio.uci.edu,128.200.71.72,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emp.path.uci.edu,128.200.147.54,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emplab2.path.uci.edu,128.200.147.71,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emperor.eng.uci.edu,128.200.124.186,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab12.embodied.uci.edu,128.195.149.212,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emplab.path.uci.edu,128.200.147.56,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab11.embodied.uci.edu,128.195.149.211,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab15.embodied.uci.edu,128.195.149.215,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab16.embodied.uci.edu,128.195.149.216,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab17.embodied.uci.edu,128.195.149.217,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab14.embodied.uci.edu,128.195.149.214,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab18.embodied.uci.edu,128.195.149.218,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab19.embodied.uci.edu,128.195.149.219,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab21.embodied.uci.edu,128.195.149.221,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab22.embodied.uci.edu,128.195.149.222,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab25.embodied.uci.edu,128.195.149.225,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab23.embodied.uci.edu,128.195.149.223,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab24.embodied.uci.edu,128.195.149.224,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab26.embodied.uci.edu,128.195.149.226,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab27.embodied.uci.edu,128.195.149.227,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab30.embodied.uci.edu,128.195.186.130,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab32.arts.uci.edu,128.200.143.141,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab29.embodied.uci.edu,128.195.149.229,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab33.arts.uci.edu,128.200.143.142,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emperor-zurg.cfep.uci.edu,128.200.133.253,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab31.embodied.uci.edu,128.195.186.131,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab13.embodied.uci.edu,128.195.149.213,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab32.embodied.uci.edu,128.195.186.132,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab28.embodied.uci.edu,128.195.149.228,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab41.arts.uci.edu,128.200.143.148,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab20.embodied.uci.edu,128.195.149.220,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab44.embodied.uci.edu,128.195.149.244,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab37.embodied.uci.edu,128.195.186.137,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab34.arts.uci.edu,128.200.143.143,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab33.embodied.uci.edu,128.195.186.133,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab36.embodied.uci.edu,128.195.186.136,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab39.arts.uci.edu,128.200.143.147,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab44.arts.uci.edu,128.200.143.150,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab35.arts.uci.edu,128.200.143.144,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab39.embodied.uci.edu,128.195.186.139,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab43.arts.uci.edu,128.200.143.149,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab38.arts.uci.edu,128.200.143.146,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab38.embodied.uci.edu,128.195.186.138,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab41.embodied.uci.edu,128.195.149.241,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab43.embodied.uci.edu,128.195.149.243,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab36.arts.uci.edu,128.200.143.145,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab48.embodied.uci.edu,128.195.186.148,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab48.embodied.uci.edu,128.195.149.248,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab45.embodied.uci.edu,128.195.149.245,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab51.embodied.uci.edu,128.195.149.251,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab46.embodied.uci.edu,128.195.149.246,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab49.embodied.uci.edu,128.195.186.149,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab49.embodied.uci.edu,128.195.149.249,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab53.embodied.uci.edu,128.195.149.253,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab50.embodied.uci.edu,128.195.149.250,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab52.embodied.uci.edu,128.195.149.252,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab35.embodied.uci.edu,128.195.186.135,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab40.embodied.uci.edu,128.195.149.240,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab47.embodied.uci.edu,128.195.149.247,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab42.embodied.uci.edu,128.195.149.242,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab61.arts.uci.edu,128.200.143.151,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab54.embodied.uci.edu,128.195.149.254,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emptlab34.embodied.uci.edu,128.195.186.134,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emsi.ps.uci.edu,128.200.47.89,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ems.studentcenter.uci.edu,128.200.123.153,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ems.bren.uci.edu,128.200.117.55,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emrap.medschool.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
emrap.medschool.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
emrap.medschool.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
emssi.bio.uci.edu,128.200.222.9,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emssi.uci.edu,23.185.0.2,Fastly,"AS54113 FASTLY - Fastly, Inc., US"
emssi.sites-test.bio.uci.edu,128.200.222.223,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emssi.sites.bio.uci.edu,128.200.222.9,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emucam5622.neu.mc.uci.edu,160.87.163.29,UCI on-prem,UCI Health (UCIMC-NET)
emucam5624.neu.mc.uci.edu,160.87.163.31,UCI on-prem,UCI Health (UCIMC-NET)
emureview1.neu.mc.uci.edu,160.87.163.16,UCI on-prem,UCI Health (UCIMC-NET)
emuacquisition4.neu.mc.uci.edu,160.87.163.26,UCI on-prem,UCI Health (UCIMC-NET)
emucam5625.neu.mc.uci.edu,160.87.163.32,UCI on-prem,UCI Health (UCIMC-NET)
emuroom1.neu.mc.uci.edu,160.87.163.55,UCI on-prem,UCI Health (UCIMC-NET)
emucam5626.neu.mc.uci.edu,160.87.163.33,UCI on-prem,UCI Health (UCIMC-NET)
emuacquisition5.neu.mc.uci.edu,160.87.163.27,UCI on-prem,UCI Health (UCIMC-NET)
emuroom4.neu.mc.uci.edu,160.87.163.52,UCI on-prem,UCI Health (UCIMC-NET)
emucam5623.neu.mc.uci.edu,160.87.163.30,UCI on-prem,UCI Health (UCIMC-NET)
emuroom6.neu.mc.uci.edu,160.87.163.51,UCI on-prem,UCI Health (UCIMC-NET)
enchantress.ics.uci.edu,128.195.19.34,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emuroom5.neu.mc.uci.edu,160.87.163.50,UCI on-prem,UCI Health (UCIMC-NET)
encke.nac.uci.edu,128.200.16.147,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emuroom2.neu.mc.uci.edu,160.87.163.54,UCI on-prem,UCI Health (UCIMC-NET)
enciso.math.uci.edu,128.200.174.157,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
emuroom3.neu.mc.uci.edu,160.87.163.53,UCI on-prem,UCI Health (UCIMC-NET)
encoder-dev.nac.uci.edu,128.200.73.47,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
endeavor.oars.uci.edu,128.200.148.226,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
endeavor.eng.uci.edu,128.200.91.153,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
endfamilyviolence.uci.edu,52.10.113.223,AWS,AMAZON/us-west-2
endfamilyviolence.uci.edu,52.10.216.228,AWS,AMAZON/us-west-2
enelson.hsis.uci.edu,128.200.201.135,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
endymion.nac.uci.edu,128.200.196.50,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
endor.cogsci.uci.edu,128.200.38.177,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eng-mac.nac.uci.edu,128.200.9.254,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eng.uci.edu,128.200.217.93,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
engage.innovation.uci.edu,128.200.200.120,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
energyindependence.eng.uci.edu,16.147.127.77,AWS,AMAZON/us-west-2
engage.alumni.uci.edu,44.230.166.173,AWS,AMAZON/us-west-2
engage.alumni.uci.edu,52.88.192.85,AWS,AMAZON/us-west-2
engage.due.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
engage.due.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
engage.advancement.uci.edu,104.21.46.32,Cloudflare,edge
engage.advancement.uci.edu,172.67.223.32,Cloudflare,edge
engineeringkiosk2.vendor.uci.edu,128.195.192.227,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
engineering.kuci.uci.edu,128.195.131.30,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
engineeringkiosk5.vendor.uci.edu,128.195.192.230,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
engshop1.eng.uci.edu,128.195.183.137,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
enlightenment1.ics.uci.edu,128.195.56.246,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
engineeringkiosk1.vendor.uci.edu,128.195.192.226,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
english-muffin.cfep.uci.edu,128.200.133.66,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
engineering.uci.edu,128.200.217.159,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
enlightenment2.ics.uci.edu,128.195.56.247,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
engage.police.uci.edu,3.30.76.196,AWS,AMAZON/us-gov-west-1
engage.police.uci.edu,3.31.3.176,AWS,AMAZON/us-gov-west-1
engage.police.uci.edu,52.222.14.14,AWS,AMAZON/us-gov-west-1
engineeringkiosk3.vendor.uci.edu,128.195.192.228,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
enroll.summer.uci.edu,128.200.199.26,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
enroll.larc.uci.edu,128.195.199.199,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
enrollment.uci.edu,52.10.113.223,AWS,AMAZON/us-west-2
enrollment.uci.edu,52.10.216.228,AWS,AMAZON/us-west-2
ent00.oars.uci.edu,128.200.148.140,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent01.oars.uci.edu,128.200.148.141,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent05.oars.uci.edu,128.200.148.145,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent-pav2.rx.mc.uci.edu,160.87.58.87,UCI on-prem,UCI Health (UCIMC-NET)
ent02.oars.uci.edu,128.200.148.142,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
enrollapple.hs.uci.edu,160.87.250.39,UCI on-prem,UCI Health (UCIMC-NET)
ent03.oars.uci.edu,128.200.148.143,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent.uci.edu,3.133.52.101,AWS,AMAZON/us-east-2
ent.uci.edu,3.135.41.1,AWS,AMAZON/us-east-2
ent.uci.edu,3.139.126.51,AWS,AMAZON/us-east-2
ent06.oars.uci.edu,128.200.148.146,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent07.oars.uci.edu,128.200.148.147,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
engineeringkiosk4.vendor.uci.edu,128.195.192.229,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent10.oars.uci.edu,128.200.148.150,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent09.oars.uci.edu,128.200.148.149,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent11.oars.uci.edu,128.200.148.151,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent08.oars.uci.edu,128.200.148.148,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent12.oars.uci.edu,128.200.148.152,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent20.oars.uci.edu,128.200.148.160,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
enterprise.bli.uci.edu,128.200.57.32,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent15.oars.uci.edu,128.200.148.155,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent22.oars.uci.edu,128.200.148.162,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent19.oars.uci.edu,128.200.148.159,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent99.oars.uci.edu,128.200.148.200,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent1psrv.oars.uci.edu,128.200.148.133,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
entpub01.hs.uci.edu,160.87.250.10,UCI on-prem,UCI Health (UCIMC-NET)
ent16.oars.uci.edu,128.200.148.156,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent21.oars.uci.edu,128.200.148.161,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
entpub02.hs.uci.edu,160.87.250.11,UCI on-prem,UCI Health (UCIMC-NET)
ent17.oars.uci.edu,128.200.148.157,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent14.oars.uci.edu,128.200.148.154,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent2psrv.oars.uci.edu,128.200.148.134,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
ent1prtr.oars.uci.edu,128.200.148.139,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
entpub05.hs.uci.edu,160.87.250.14,UCI on-prem,UCI Health (UCIMC-NET)
entpub03.hs.uci.edu,160.87.250.12,UCI on-prem,UCI Health (UCIMC-NET)
ent18.oars.uci.edu,128.200.148.158,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
enterprise.pts.uci.edu,16.147.143.85,AWS,AMAZON/us-west-2
enterprise.pts.uci.edu,52.11.19.35,AWS,AMAZON/us-west-2
entpub04.hs.uci.edu,160.87.250.13,UCI on-prem,UCI Health (UCIMC-NET)
entx1.oars.uci.edu,128.200.148.163,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
env-monitor.arts.uci.edu,128.195.131.120,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
envirolab.eng.uci.edu,128.200.98.175,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
environment.uci.edu,128.200.109.213,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
environmentalcollaboratory.uci.edu,162.159.134.42,Cloudflare,edge
enviroprn.eng.uci.edu,128.200.96.17,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc-management.ehs.uci.edu,128.200.219.248,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc-md.nac.uci.edu,128.200.170.18,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
entrepreneur.uci.edu,34.215.37.29,AWS,AMAZON/us-west-2
entrepreneur.uci.edu,34.216.237.15,AWS,AMAZON/us-west-2
eoc-logistic.ehs.uci.edu,128.200.219.247,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc-operations.ehs.uci.edu,128.200.219.249,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc-planning.ehs.uci.edu,128.200.219.250,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc003.police.uci.edu,128.195.217.163,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc002.police.uci.edu,128.195.217.162,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
entx2.oars.uci.edu,128.200.148.164,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc008.police.uci.edu,128.195.217.168,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc005.police.uci.edu,128.195.217.165,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc007.police.uci.edu,128.195.217.167,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc004.police.uci.edu,128.195.217.164,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc009.police.uci.edu,128.195.217.169,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc006.police.uci.edu,128.195.217.166,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eoc026.police.uci.edu,128.195.217.186,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
epazote.eng.uci.edu,128.195.156.7,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
eos.reg.uci.edu,128.200.184.163,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
